company_name,founded_year,location,industry,latest_funding,website,linkedin,description
Resemble AI,2019.0,,information technology & services,Series A,http://www.resemble.ai,,"Resemble AI creates custom AI voices using proprietary Deep Learning models that produce high-quality AI-generated audio content using text-to-speech and speech-to-speech synthesis. Resemble Localize, our multilingual localization tool, translates text and can convert your AI voice into up to 100 languages. Resemble Fill is our generative fill (audio inpainting) feature that enables you to modify existing speech with your cloned AI voice. Fill can be used to revise programmatic audio ads, dynamic streaming ad insertion (SAI), voice assistants, and more. We recently won a 2023 Webby Award for 'Best Use of Voice Technology' for our voice AI's contribution to Netflix's Emmy-nominated Andy Warhol Diaries. Along with Netflix, we partner with Byju's, The World Bank Group, Boingo, Universal Pictures, Paramount Pictures and more. Talk to our team about your upcoming projects and deadlines. We'll share how generative voice AI can create production efficiencies and enhance your final product. Schedule a demo by clicking the link to our website."
Seed Health,2016.0,,biotechnology,Series A,http://www.seedhealth.com,,"Seed Health is a microbiome science company pioneering applications of microbes for human and planetary health. In collaboration with leading academic researchers, we advance breakthrough discoveries in microbial sciences across a pipeline of novel therapeutics, consumer health innovations and environmental solutions. All consumer innovations in probiotics are commercialized under Seed®."
Collective,2020.0,,financial services,Series A,http://www.collective.com,,"Collective is the first all-in-one financial platform designed to give self-employed entrepreneurs the technology and team they need so they can focus on their passion, not their paperwork. Collective handles LLC and S Corp formation, payroll, taxes, monthly bookkeeping, compliance and more all in one place, exclusively for solopreneurs."
Novogene America,2011.0,,biotechnology,Series B,http://www.novogene.com,,"Novogene is a leading provider of genomic services and solutions with cutting edge NGS and bioinformatics expertise and the largest sequencing capacity in the world. Novogene delivers unsurpassed data quality to support our customers' research goals. We are a world leader in NGS services, with thousands of employees and multiple locations across the globe. Novogene has strong scientific expertise and experience with 45 NGS-related patents, as well as over 950 SCI articles with a total impact factor of more than 7970, including publications in first tiers journals such as Cell, Nature and Science. The UC Davis location of Novogene Corporation Inc. was opened in early 2016. We utilize Illumina platform to serve customers in North and South America, and we also offer PacBio and Nanopore services. Novogene Corporation Inc. is proud to have collaborated with scientists from the USA, Canada, Brazil, Colombia, Mexico, and so many more. We are excited to see this global collaboration and partnership growing."
Credit Karma,2007.0,,consumer services,Series A,http://www.creditkarma.com,,"Credit Karma is focused on championing financial progress for more than 130 million members in the U.S., Canada and U.K. While we're best known for pioneering free credit scores, our members turn to us for resources as they work toward their financial goals. This includes tools for credit and identity monitoring, credit card recommendations, shopping for loans (car, home and personal), and growing their savings* -- all for free. We've grown significantly through the years, adding more than 70 million members in the last five alone. We currently have more than 1,300 employees spread across offices in San Francisco, Charlotte, Los Angeles, Leeds, London and one coming soon to Oakland. Disrupting the financial industry is not an easy task. That's why we know it's one worth doing. Our core values of helpfulness, ownership, progress and empathy guide our work and our relationships. Championing financial progress for everyone is a big mission that requires passionate people working together to make a difference in the world. If you're up for the task, we'd love to have you on our team. Check out our open positions: https://www.creditkarma.com/careers. *Banking services provided by MVB Bank, Inc., Member FDIC"
HEN Nozzles,,,machinery,Seed,http://www.hennozzles.com,,HEN Nozzles Inc is a California small business committed to using science and modern technology for building next generation of fire suppression technologies. We take pride in launching the world's first adjustable smoothbore nozzle and high efficiency shutoffs for wildland and structure fire fighting needs. Fight fires faster using less water and enhance fire fighter and civilian safety. Learn more by visiting our website - www.hennozzles.com
Antora Energy,2018.0,,machinery,Series B,http://www.antora.com,,"Antora is unlocking zero-emissions industrial energy, cheaper than fossil fuels. Antora's thermal batteries store energy from renewables as heat for days on end, delivering that stored energy as heat and power at the scale and temperatures that large industrial operations demand. We're on a path to eliminate gigatons of emissions while strengthening domestic manufacturing, curbing industrial air pollution, and enhancing America's clean energy leadership. We are growing our company with people who put team and mission first, value connection through laughter and joy, and build with humility and openness. We are committed to continue building a diverse, passionate, and creative team dedicated to a future where every industrial facility, everywhere on earth, is powered by abundant, low-cost, zero-emissions energy."
Anrok,2020.0,,information technology & services,Series B,http://www.anrok.com,,"Anrok is the modern sales tax solution for SaaS businesses. With Anrok, finance leaders can easily monitor, calculate, and remit tax across any financial stack. By connecting your invoicing, payment, and employee systems to a single platform for tax compliance, businesses can automate the manual work and reduce unnecessary expenses around sales tax and VAT. Take tracking remote employees for example. With Anrok, you can just click a button and set up alerts for whenever you hire a remote employee in a jurisdiction that taxes your software products. Based in San Francisco, Anrok is backed by the world's best investors - including Sequoia Capital and Index Ventures."
Galileo🔭,2021.0,,information technology & services,Series B,http://www.galileo.ai,,"Galileo is the leading platform for enterprise GenAI evaluation and observability. Our comprehensive suite of products support builders across the new AI development workflow—from fine-tuning LLMs to developing, testing, monitoring, and securing their AI applications. Each product is powered by our research-backed evaluation metrics. Today, Galileo is used by 100s of AI teams from startups to Fortune 50 enterprises, including Twilio, Comcast, and HP."
Flow,2021.0,,insurance,Series A,http://www.flowspecialty.com,,"At Flow, AI isn't just a feature—it's the core of everything we do. We are transforming the wholesale insurance industry by building a futuristic insurance brokerage where AI powers every aspect of the experience. With advanced AI features already live in production and actively used by our brokers, we are pioneering Wholesale 3.0, equipping brokers with cutting-edge tools to provide unparalleled service. We are creating an ecosystem of AI agents designed to streamline processes and enhance decision-making in the insurance landscape. The industry relies heavily on text—emails, files, and documents—making Generative AI a perfect fit for solving its challenges. Flow leverages AI to deliver meaningful insights, deep analysis, and white-glove support for every transaction, no matter the deal size. By combining human expertise with Platformless AI, we are bringing back the art of wholesale insurance while eliminating the need for outdated portals. In the past seven months, we've grown 250% month-over-month(!) and are forecasting even more massive growth. We're a Series A startup with over $20M raised from top investors like Lightspeed, MunichRe Ventures, and industry angels."
Pangea,2021.0,,information technology & services,Series B,http://www.pangea.cloud,,"Pangea empowers organizations to ship secure AI applications quickly with the industry's broadest set of AI security guardrails, easily deployed at gateways and in app with just a few lines of code."
Rain,2021.0,,financial services,Seed,http://www.raincards.xyz,,"Rain offers best in class payments card infrastructure focused on global use cases. Providing support for custodial and non-custodial solutions, integrated KYC, network processing, along with our proprietary stablecoin settlement infrastructure. What will you build?"
Character.AI,2021.0,,information technology & services,Series A,http://www.character.ai,,"Character is one of the world's leading personal AI platforms. Founded in 2021 by AI pioneers Noam Shazeer and Daniel De Freitas, Character is a full-stack AI company with a globally scaled direct-to-consumer platform."
D3,2023.0,,information technology & services,Seed,http://www.d3.inc,,"Our goal is to transform the domain name industry by effortlessly connecting Web 1-3. As leaders in the domain industry, D3's mission is to unlock the liquidity and utility of both existing and future domains, making them valuable real-world assets. With decades of experience and hundreds of successful TLD launches, we're building an interoperable, trusted network that spans the globe. Since 2000, we have successfully operated more than 50 registered top-level domains (TLDs), including popular extensions like .com, .net, .org, .xyz, .inc, .tv, and many more."
Mixpanel,2009.0,,information technology & services,Series C,http://www.mixpanel.com,,"Mixpanel is a digital analytics platform that allows anyone to get answers from their customer and business data in seconds. It offers powerful real-time charts and visualizations of how people interact with your digital products and company. With insights into behaviors like conversion and retention, teams can collaborate more effectively and make informed decisions. Regardless of technical expertise, builders can double down on what's working, cut what isn't, and spend more time on their best ideas with Mixpanel. Mixpanel serves over 8,000 customers from different industries around the world, including global leaders like Uber, Yelp, Zalora, BuzzFeed, eToro, and Lemonade. Headquartered in San Francisco, Mixpanel has offices in New York, Seattle, Austin, London, Barcelona, and Singapore. For more information, visit: http://www.mixpanel.com"
"Docker, Inc",2013.0,,information technology & services,Series C,http://www.docker.com,,"At Docker, we simplify the lives of developers who are making world-changing apps. Docker helps developers bring their ideas to reality by conquering the complexity of app development. We simplify and accelerate workflows with an integrated development pipeline and application components. Actively used by millions of developers around the world, Docker Desktop and Docker Hub provide unmatched simplicity, agility and choice."
Skedulo,2013.0,,information technology & services,Series C,http://www.skedulo.com,,"Skedulo's leading Deskless Productivity Cloud solution powered by AI and machine learning empowers organizations to manage, engage and analyze their deskless workforce, supporting the 80% of global workers who don't work in a traditional office setting. Skedulo's platform helps enterprises intelligently manage, schedule, dispatch, and support deskless workers on the go, whether they are in fixed location facilities or mobile field workers on the frontline. Founded in 2013, Skedulo is headquartered in San Francisco with offices in Australia, Vietnam, and the United Kingdom. Skedulo has enabled hundreds of organizations, including The American Red Cross, DHL, and Sunrun, to seamlessly schedule and service over 35 million appointments worldwide. The company has secured over $115 million in funding to date, led by Softbank, Microsoft's venture firm M12, Costanoa Ventures, and Blackbird. For more information, please visit www.skedulo.com."
Luma Health,2015.0,,hospital & health care,Series C,http://www.lumahealth.io,,"Luma's Patient Success Platform™ unifies and automates each of a patient's healthcare journeys -- access & operational, clinical, and financial -- to help them be healthier. It integrates with more than 80 EHRs to give staff and clinicians a fuller view of the patient with less manual outreach. With Luma, healthcare organizations see an average of 37% more referred patients in the first six months, and achieve a 39% average revenue increase."
Peek,2011.0,,"leisure, travel & tourism",Series C,http://www.peek.com,,"With nearly $2 billion in bookings of experiences, the Peek.com platform combines powerful business software with an award-winning marketplace for consumers to book fun things to do (think: wine tours, watersports, skydiving, and art classes). Peek Pro provides world-class online booking, point-of-sale, and hundreds of automation tools such as inventory management, dynamic pricing, waivers, and marketing analytics. Thousands of operators like Museum of Ice Cream and Pennekamp State Park have supercharged their revenues and automated operations with this all-inclusive technology."
ScyllaDB,2013.0,,information technology & services,Series C,http://www.scylladb.com,,"ScyllaDB is the database for data-intensive apps that require high performance and low latency. It enables teams to harness the ever-increasing computing power of modern infrastructures--eliminating barriers to scale as data grows. Unlike any other database, ScyllaDB is built with deep architectural advancements that enable exceptional end-user experiences at radically lower costs. Over 300 game-changing companies like Disney+ Hotstar, Expedia, FireEye, Discord, Crypto.com, Zillow, Starbucks, Comcast, and Samsung use ScyllaDB for their toughest database challenges. ScyllaDB is available as free open source software, a fully-supported enterprise product, and a fully managed service on multiple cloud providers. For more information: ScyllaDB.com"
Insta360,2015.0,,electrical/electronic manufacturing,Series C,http://www.insta360.com,,"In 2015, we founded Insta360 because we wanted a better way to share experiences. We'd been searching for a 360 camera that would allow us to share great moments with people anywhere in the world. When we couldn't find the right gear to realize this vision, we decided to build it ourselves. We haven't stopped building since, bringing users the pro-grade Pro 2 and Titan, action-ready X3, RS and thumb-sized GO 2. Using Insta360 cameras, you can deliver immersive experiences in filmmaking, real estate, education, entertainment, tourism, journalism and more."
WorkRamp,2015.0,,information technology & services,Series C,http://www.workramp.com,,"At WorkRamp, we believe that the best companies grow through learning. That's why hundreds of market leaders such as Box, Lattice, and Brex choose the Learning Cloud to power employee and customer learning. Boost employee performance, grow revenue, and scale customer success with WorkRamp. Learn more by visiting workramp.com."
Miro,2011.0,,information technology & services,Series C,http://www.miro.com,,"Miro is an innovation workspace designed for teams of every size, everywhere, to dream, design, and build the future together. Our mission? To empower these teams to create the next big thing, powered by AI at every step of the way. Over 80 million users around the world rely on Miro to untangle complex ideas, put customer needs first, and deliver products and services faster. All supported by best-in-class security, compliance, and scalability."
Rhombus,2016.0,,information technology & services,Series C,http://www.rhombus.com,,"Our mission is to make the world safer with simple, smart, and powerful physical security solutions. Rhombus is a customizable physical security platform that enables enterprise organizations to easily build a solution to meet their unique needs. Rhombus offers smart security cameras and sensors that seamlessly integrate with best-in-class solutions. With the Rhombus Platform, organizations can see, manage, and respond to critical events in real-time."
Paystand,2013.0,,information technology & services,Series C,http://www.paystand.com,,"Paystand's on a mission to create a more open financial system, starting with B2B payments. Using blockchain and cloud technology, we pioneered Payments-as-a-Service to digitize and automate the entire cash lifecycle. Our software makes it possible to digitize receivables, automate processing, reduce time-to-cash, eliminate transaction fees, and enable new revenue. We asked ourselves: ""What would payments look like if we recreated them today from scratch?""​ We imagined it would look more like this, so we built it: - No transaction fees - Automated receivables and payables - 100% paperless - Real-time cash recognition - Flat monthly pricing - Instant Reconciliation - No markups or interchange fees - Flexible integrations Contact us today to make payments the easiest part of running your business."
Starship Technologies,2014.0,,consumer services,Series C,http://www.starship.xyz,,"Starship Technologies is the world leader in autonomous robot delivery. Our robots have made more than 6 million deliveries globally - they've travelled over 13 million kilometres and make 150,000 crossings each day. Sustainable, scalable, ethical and efficient - we're revolutionising last-mile delivery. We partner with household names to deliver hot food, groceries and supplies in settings as diverse as US college campuses, local communities across Europe and on industrial sites."
Frore Systems,2018.0,,computer hardware,Series C,http://www.froresystems.com,,"Frore Systems is the developer of breakthrough thermal technology for consumer devices. The company's active cooling chip, AirJet® Mini is integrated into devices to remove heat silently, delivering 2X improvement in device processor performance. AirJet's compact size and unique capability enables faster, quieter, thinner, lighter and dust-proof devices. Frore Systems is headquartered in San Jose, CA with offices in Taiwan and South Korea. Follow us to stay up to date with the latest news!"
Genies,2017.0,,information technology & services,Series C,http://www.genies.com,,"Genies is an AI avatar and games technology company powering the next generation of digital experiences. Genies' technology stack is rooted in empowering user generated content through the company's two main mantras: 𝘼𝙣𝙮𝙤𝙣𝙚 𝙘𝙖𝙣 𝙘𝙧𝙚𝙖𝙩𝙚 𝙖𝙣𝙮𝙩𝙝𝙞𝙣𝙜. Genies' technology stack includes a suite of UGC tools that allow anyone to create any type of AI avatar (including fashion, props, behaviors, and personalities) and AI avatar experiences. 𝙀𝙫𝙚𝙧𝙮𝙩𝙝𝙞𝙣𝙜 𝙬𝙤𝙧𝙠𝙨 𝙬𝙞𝙩𝙝 𝙚𝙫𝙚𝙧𝙮𝙩𝙝𝙞𝙣𝙜. The technology stack includes the Genies' Avatar Framework which uses machine learning and computer graphics to ensure interoperability and compatibility across all user generated AI Avatars and AI Avatar experiences - providing limitless utility for all creations. The combination of these two mantras not only enables individuals to create limitless experiences, but also allows IP owners to create social gaming ecosystems driven by user generated content (UGC) and AI Avatars - these interoperable ecosystems are what Genies calls ""Parties"". Early adopters of Genies' first gen avatars include icons like Justin Bieber, Rihanna, J Balvin, Migos, and thousands more. With offices in Los Angeles and San Francisco, Genies has raised $200M from notable investors including Silver Lake, BOND, NEA, and Bob Iger."
Curology,2014.0,,"health, wellness & fitness",Series B,http://www.curology.com,,Curology is a California-based teledermatology firm that provides online skincare consultation and treatment solutions for individuals.
Ritual,2015.0,,"health, wellness & fitness",Series B,http://www.ritual.com,,"Ritual is a manufacturer, marketer and online retailer of vitamin capsules for women."
XP Health,2018.0,,hospital & health care,Series B,http://www.xphealth.co,,"XP Health is a digital-first vision platform focused on eye exams and eyewear that uses customer-centric design and technology to be more affordable, accessible, and provide a better member experience. XP Health was founded to combat the often confusing, expensive, and frustrating experiences common with vision insurance. The company was named to Fast Company's list of ""The World's Most Innovative Companies,"" and in 2022 expanded from 30 to 1500+ customers."
FabFitFun,2010.0,,consumer services,Series A,http://www.fabfitfun.com,,"Founded in 2010 by Co-CEOs Daniel and Michael Broukhim and Editor-in-Chief Katie Echevarria Rosen Kitchens, FabFitFun is a lifestyle membership and shopping experience whose mission is to deliver happiness and wellbeing to everyone, everywhere. Its flagship product, the FabFitFun Box, delivers a curated collection of full-size products across beauty, fashion, fitness, wellness, home, and tech – each season. In addition to the Box, FabFitFun members receive access to year-round perks including the FabFitFun online Community, members-only shopping experiences, exclusive digital content, and more. Join FabFitFun by visiting fabfitfun.com."
Slingshot Biosciences,2012.0,,research,Series A,http://www.slingshotbio.com,,"Slingshot Biosciences is working on an overlooked but ubiquitous problem in healthcare that has a tremendous impact on a variety of patient outcomes: the lack of consistent reference material for cell-based assays. The company's cell mimics represent a new way to use control material in the workflow, whether for instrument manufacturing, assay setup, and validation or as a manufacturing QC control. Synthetic cell mimics provide a new opportunity for precise, biologically-relevant, and cost-effective controls to aid many healthcare and research efforts globally. Learn more at slingshotbio.com"
PacerPro,2011.0,,legal services,Seed,http://www.pacerpro.com,,"PacerPro helps legal teams derive insight from public information. Our workflow automation service delivers federal court filings in real-time to case teams to enable informed, timely decisions about case strategy. Our experience capture system delivers the entirety of any individual firm's federal court records, including filings and meta data, to the correct client matter workspace on firm document management platforms. These tools eliminate costly manual work and empowers firms to unlock the full value of their collective experience. Next up: fueled by a $5 million raise, we have brought on a veteran engineering leader and are rapidly expanding into state courts."
PetDesk,2013.0,,information technology & services,Series B,http://www.petdesk.com,,"Thousands of veterinary practices use PetDesk to assist their staff, expand their business, and guide clients to better care. With PetDesk's 5-star rated mobile app, automated reminders, texting platform, and other engagement tools, clinics retain their best clients that put care first and find more ""CareFirst"" clients just like them. All for a less stressful, more successful clinic."
UnifyID,2015.0,,computer & network security,Series A,http://www.unify.id,,"UnifyID is now part of Prove. The Next Generation Platform for Identity and Authentication. Hate passwords? So do we. We believe that within five years, passwords will no longer be the predominant method of authentication. We are UnifyID, a company that is building a revolutionary identity platform based on implicit authentication. Our solution allows people to identify themselves in a unique way that is extremely difficult to forge or crack. Best of all, we are doing it in a way that respects user privacy. We are developing a revolutionary new technique for authentication that relies on implicit authentication. These are factors that are unique to you but don't require any user action, such as your location, your habits, and various signals from the devices you carry and the sensors around you. We use proprietary machine learning algorithms to discover what makes you unique and calculate a confidence level of how likely it is you based on these signals. Latest Announcements - SXSW Security & Privacy Winner (#1 in 50 finalists, 400 applicants): https://www.sxsw.com/news/2017/2017-sxsw-accelerator-winners-pioneering-solutions-to-tomorrows-problems/ - RSA Innovation Sandbox Unanimous 2017 Winner (#1 in 50): https://www.rsaconference.com/press/73 - TechCrunch Disrupt SF Battlefield Runner-Up (#2 in 1000): https://blog.unify.id/2016/09/19/unifyid-disrupts-disrupt/ - Stanford StartX S15 startup: http://startx.com/companies For more: https://unify.id/press.html We're hiring! https://unify.id/careers.html."
Eltropy,2013.0,,financial services,Series A,http://www.eltropy.com,,"Eltropy empowers Credit Unions and Community Banks with cutting-edge solutions that ensure their communities have access to the best financial products anytime, anywhere. Our AI-powered platform offers a comprehensive suite including voice, text messaging, secure chat, video banking, co-browsing, and more to engage your communities. Whether you're looking to grow members, increase deposits, reduce delinquency, fight fraud, or reimagine your branches, Eltropy has you covered. Proudly rooted in the Community Financial Institution community, we're here to help you thrive in the AI and digital age."
"Matroid, Inc.",2016.0,,information technology & services,Series B,http://www.matroid.com,,Matroid develops an AI-based vision software that provides objects detection and inspection solutions for manufacturing and security applications.
Aplos,2009.0,,information technology & services,Series A,http://www.aplos.com,,"Aplos suite of products, including Raisley and Keela, is the leading fund accounting all-in-one platform for nonprofits to manage finances, relationships, and giving efforts all in one place. Enjoy fund accounting, relationship management, online giving tracking, robust reporting, and much more. We have helped over 40,000 organizations be more efficient. Specialties -Fund Accounting -Donor Management -Relationship Management -Fundraising tools -Marketing & Communication -Event Registration -Reporting & Analytics"
HappyCo,2011.0,,information technology & services,Series B,http://www.happy.co,,"Welcome to HappyCo! From acquisition to disposition, HappyCo provides full portfolio lifecycle support with software and services designed for PMCs of all sizes. When it comes to elevating your property's performance, the sky's the limit. HappyCo's multifamily solutions to smile about enable real-time property operations for owners, property management companies, and onsite teams. Our three product lines include: - Happy Asset: Asset management solutions to evaluate and close deals - Happy Property: Onsite management solutions to optimize your operations - Happy Force: Remote maintenance solutions to retain staff and residents HappyCo currently has in-unit data on over 3.5 million rental homes. Founded in 2011 in Adelaide, Australia, we're privately held with a remote workforce throughout the U.S., Canada, and Australia."
Doxel,2016.0,,information technology & services,Series B,http://www.doxel.ai,,"Completing a construction project on schedule and on budget is a herculean task– different teams, different designs, every single time. With hundreds of thousands of variables changing everyday, optimizing construction outcomes has become a massive challenge. Doxel is here to change that. Doxel is the only complete automated construction progress tracking solution. By contextualizing vast amounts of disparate project data across site, BIM, schedule, and budget, Doxel empowers teams with an objective view of their project today and an accurate prediction of where it will be tomorrow. Leveraging machine generated and prioritized risk analysis, teams are guided to the right problems in order to stay ahead of cost overruns and schedule delays. Backed by Insight Partners and Andreessen Horowitz and with a growing team of technologists, creatives, and industry veterans, we're focused on helping customers realize the best outcomes on their construction projects."
MANSCAPED,2016.0,,"health, wellness & fitness",Series B,http://www.manscaped.com,,"Founded by Paul Tran in 2016, San Diego, California-based MANSCAPED® is the global men's lifestyle consumer brand and male grooming category creator trusted by over 11 million men worldwide. The product range includes a diversified line of premium tools, formulations, and accessories designed to introduce and elevate a whole new self-care routine for men. MANSCAPED's collection is available internationally in 39 countries at MANSCAPED.com, Amazon in more than 100 countries worldwide and in major retailers including Walmart, Target®, Best Buy, Macy's, Walgreens, Men's Wearhouse, Jos. A. Bank, Military Exchanges, Tesco, Boots, Hairhouse, Woolworths and many more internationally."
GenEdit,2016.0,,research,Series A,http://www.genedit.com,,"GenEdit is focused on overcoming the major challenge to genetic medicines: Delivery. We aim to overcome this limitation and enable treatment of a broad range of diseases, having a positive impact on the lives of as many people as possible. The foundation of our company is our NanoGalaxy platform. NanoGalaxy contains a library spanning thousands of unique non-viral, non-lipid, polymer nanoparticles. Using our iterative screening process, we are able to identify polymer nanoparticles that can deliver the needed genetic medicine payload to the needed tissue to treat disease. We are focusing our research on the treatment of diseases for which our delivery technology can enable therapeutic options that otherwise may not be possible. We are developing an internal pipeline of therapeutic candidates to treat a range of diseases with high unmet medical need."
"Dexterity, Inc.",2017.0,,information technology & services,Series B,http://www.dexterity.ai,,"We deliver full-stack robot dexterity solutions for logistics, warehousing, and supply chain operations. Our robots pick, move, pack, and collaborate with human-like skill in existing infrastructure to solve the toughest problems in material handling."
Hone,2018.0,,professional training & coaching,Series B,http://www.honehq.com,,"Hone's live skills development platform combines live virtual classes with expert coaches and cutting-edge program management technology for effective, scalable training. With the largest content library of its kind, Hone empowers learning leaders to run live programs for all their employee audiences in one simple subscription. We're dedicated to transforming employee performance, retention, and engagement to deliver a learning experience that drives real ROI and lasting behavior change."
UpKeep,2014.0,,information technology & services,Series B,http://www.upkeep.com,,"UpKeep Asset Operations Management Platform is a mobile first CMMS, EAM & IIoT suite of solutions proven to streamline the work order process and take you from reactive to preventive maintenance. Our cloud-based Asset Operations Management system is mobilizing teams, modernizing workflows, and maximizing operational efficiency for over 3,000 customers including Shell, Yamaha, Unilever, McDonalds, Subway, Pepsi, and Marriott. We've raised $50 million in venture capital following a recent Series B funding round led by Insight Partners, Emergence Capital, Mucker, Bain, Battery, FundersClub, and Y Combinator. We're headquartered in Los Angeles, CA and have 100+ remote team members across the US. We've been recognized as a ""Best Place to Work"" multiple years in a row by fostering an inclusive and mission-driven culture. UpKeep is ranked the #1 Facility Management software on Gartner, #1 Maintenance Management software on G2 Crowd, and FrontRunners on Software Advice."
SuperAnnotate,2018.0,,information technology & services,Series B,http://www.superannotate.com,,"SuperAnnotate is the leading platform for building, fine-tuning, iterating, and managing your AI models faster with the highest-quality training data. With advanced annotation and QA tools, data curation, automation features, native integrations, and data governance, we enable enterprises to build datasets and successful ML pipelines. Partner with SuperAnnotate's expert and professionally managed annotation workforce that can help you quickly deliver high-quality data for building top-performing models."
Terray Therapeutics,2018.0,,research,Series B,http://www.terraytx.com,,"Terray is a biotechnology company with the technology, data, and mindset to radically change the way we discover and develop small molecule therapeutics. We explore molecules and targets broadly and deeply with a sophisticated integration of ultra-high throughput experimentation, generative AI, biology, medicinal chemistry, automation, and nanotechnology. Everything the company does is grounded in an iterative approach, producing massive amounts of precise, purpose-built data that gets increasingly valuable with each cycle of design and experimentation. The company's platform uniquely blends experimentation and computation to improve the cost, speed, and success rate of small molecule drug discovery and development."
madhappy,2017.0,,apparel & fashion,Seed,http://www.madhappy.com,,"Madhappy is a Los Angeles-based clothing brand made for a community of optimists, born in 2017. Madhappy uses apparel, events, and experimental retail spaces – including its permanent flagship in West Hollywood – to explore a personal expression as a means to an improved state of mind. Its own seasonal stores – with past and present locations including New York City (Soho), Aspen, Miami, East Hampton, and Tokyo – are each designed to reflect their site, while still sharing the brand's DNA. The brand currently produces a selection of ever-evolving, evergreen classic styles, seasonally available collections and collaborations. Madhappy supports research and awareness in mental health through The Madhappy Foundation (a 501c(3) non-profit) and writes Local Optimist, a print magazine. Each to celebrate us as works-in-progress, and the personal and collective expression that is a part of that."
Memfault,2018.0,,information technology & services,Series B,http://www.memfault.com,,"Memfault is the first IoT reliability platform that empowers teams to build more robust devices with software at scale. We believe that device reliability engineering will transform how developers build and operate IoT and edge devices with more productivity and more collaboration. As IoT applications continue to grow in complexity, it is more important than ever for developers to have Memfault's performance monitoring, device debugging, and OTA update capabilities built into their fleet of devices for proactive device operations. We built Memfault to enable developers with a more scalable and sustainable process to accelerate go-to-market, de-risk product launches, cut product costs, and deliver overall superior products. By providing support for RTOS, bare metal, Android, and Linux devices, Memfault gives developers new flexibility and control over connected product development and device operations."
Frameplay,2018.0,,marketing & advertising,Series A,http://www.frameplay.com,,"Headquartered in San Francisco, California. Frameplay is an Intrinsic advertising platform for video games. Frameplay offers a transparent, self-serve, gamer first experience that encourages creativity whilst delivering sophisticated data and analytics to both advertisers and developers. Frameplay is truly the in-game advertising leader, enabling intrinsic advertising within video game environments."
SewerAI,2019.0,,information technology & services,Series B,http://www.sewerai.com,,"SewerAI is transforming the way utilities maintain & rehab their underground infrastructure. Through the use of Artificial Intelligence, SewerAI's AutoCode™ tools automatically detect conditions in pipeline inspection data from CCTV crawler, digital side scanners, drones, GoPros, & jetter cameras. SewerAI's web-based platform, Pioneer™ enables contractors, utilities, & engineers to upload data, review condition reports, send & receive submittals, & collaborate on capital planning like never before. Based in Walnut Creek, CA, SewerAI was founded in Q1 of 2019 & is a funded early stage startup. It's staff & advisors posses a combined total of over 150+ years performing condition assessments in sewer collection systems, and with tens of millions of linear feet of sewer data under management. SewerAI is committed the solutions it creates are relevant, useful, & integrate seamlessly with existing hardware, software, & industry standards for condition assessment deliverables."
BlueSpace.ai,2019.0,,information technology & services,Seed,http://www.bluespace.ai,,"BlueSpace.ai is a software company that was founded to solve the ""black box"" problem of perception and prediction in autonomous driving. Our team consists of AV industry veterans with an average 10+ years of experience each working in OEMs, world class research institutions, and autonomous driving companies. Collectively, we've had successful AV service launches in California, Texas, and Florida. Our software uses an innovative approach to perception and prediction that captures the full motion of any object. BlueSpace's revolutionary technology enables verifiable safety, high performance, and scalable deployment of any autonomous driving system that exists today."
Kargo,2019.0,,logistics & supply chain,Series A,http://www.mykargo.com,,"For logistics to meet demand, the world needs infrastructure that doesn't exist yet. Kargo is building that infrastructure. Our work advances the farthest edge of logistics technology, aligning freight and data in real time. With Kargo's machine vision system, you can optimize shipping and receiving at every loading dock for network effects across supply chains. 👀 VERIFY SHIPMENT ACCURACY WITH COMPUTER VISION As freight is loaded and unloaded, Kargo Towers capture the action, translating any label or mark into data you can use on the Kargo Platform and your own ERP, WMS, TMS, and YMS. Towers flag discrepancies right at the loading dock so you can stop exceptions in their tracks. Images and videos give context to any shipment. 🚀 AUTOMATE SHIPPING AND RECEIVING Extend your capabilities with automated data capture at every step: - Eliminate hand-scanning - Sync with partners - Simplify check-in and out - Access data instantly Kargo sees and validates multiple freight attributes as forklifts load and unload trucks. Integrations let you connect shipping and receiving end to end. 📈 UNLOCK NETWORK EFFECTS As Kargo Towers capture data across facilities, you can surface trends and gain insights into operations and partnerships. Embrace continuous improvements and discover how Kargo helps build accuracy and efficiency across logistics. For more, visit mykargo.com"
Findem,2019.0,,information technology & services,Series B,http://www.findem.ai,,"Findem is the only talent data platform that combines 3D data with AI. It automates and consolidates top-of-funnel activities across your entire talent ecosystem, transforming the way you plan, hire, and manage talent."
Shifamed,2008.0,,medical devices,Series B,http://www.shifamed.com,,"Shifamed is a highly specialized innovation hub, striving to resolve unmet needs in the medtech industry. We are a multi-disciplined group of engineers with the imagination, ambition, and experience to identify and capitalize on emerging opportunities through rapid tactical execution. With an emphasis on advanced technology and collaboration, we are dedicated to finding better ways to address critical healthcare needs. History demonstrates our ability to design, develop, and commercialize products that are done right and enhance clinical outcomes. Learn more at shifamed.com"
Marble,2015.0,,transportation/trucking/railroad,Series A,http://www.marble.io,,"Marble develops and operates robots for autonomous last-mile logistics. Marble was founded in 2015, is funded by Lemnos Labs, and is located in San Francisco, CA."
